instant;date;month;hour;holiday;weekday;workingday;weather;temperature;humidity;windspeed;count
6553;2012-12-05;12;20;0.00;3;True;clear;7.98;46.00;26.00;293
6554;2012-06-30;6;11;0.00;6;False;clear;33.36;30.00;17.00;452
6555;2012-08-19;8;13;0.00;0;False;light rain/snow;22.08;83.00;9.00;162
6556;2012-04-20;4;3;0.00;5;True;clear;12.68;88.00;7.00;10
6557;2012-10-26;10;9;0.00;5;True;cloudy;17.38;88.00;9.00;403
6558;2012-02-28;2;20;0.00;2;True;clear;10.80;30.00;9.00;204
6559;2012-10-06;10;17;0.00;6;False;clear;17.38;49.00;26.00;610
6560;2012-06-24;6;6;0.00;0;False;clear;22.08;65.00;11.00;25
6561;2012-04-12;4;0;0.00;4;True;clear;7.04;66.00;19.00;23
6562;2012-03-28;3;5;0.00;3;True;clear;8.92;43.00;20.00;40
6563;2012-07-12;7;13;0.00;4;True;clear;29.60;33.00;15.00;277
6564;2012-08-09;8;6;0.00;4;True;clear;23.02;83.00;11.00;167
6565;2012-12-29;12;12;0.00;6;False;light rain/snow;1.40;100.00;0.00;48
6566;2012-12-24;12;3;0.00;1;True;clear;1.40;75.00;0.00;3
6567;2012-03-13;3;15;0.00;2;True;clear;24.90;39.00;15.00;264
6568;2012-10-02;10;1;0.00;2;True;cloudy;17.38;77.00;7.00;11
6569;2012-04-21;4;17;0.00;6;False;cloudy;26.78;30.00;26.00;568
6570;2012-07-08;7;21;0.00;0;False;clear;27.72;70.00;9.00;207
6571;2012-06-28;6;11;0.00;4;True;clear;29.60;31.00;13.00;211
6572;2012-02-24;2;20;0.00;5;True;clear;12.68;62.00;28.00;167
6573;2012-09-24;9;6;0.00;1;True;clear;13.62;59.00;0.00;168
6574;2012-10-06;10;23;0.00;6;False;clear;12.68;62.00;9.00;179
6575;2012-01-02;1;20;1.00;1;False;clear;3.28;41.00;15.00;88
6576;2012-11-07;11;18;0.00;3;True;cloudy;7.04;53.00;24.00;465
6577;2012-02-05;2;14;0.00;0;False;clear;6.10;61.00;11.00;243
6578;2012-06-20;6;3;0.00;3;True;clear;23.02;83.00;9.00;8
6579;2012-06-18;6;14;0.00;1;True;cloudy;19.26;68.00;13.00;219
6580;2012-05-26;5;3;0.00;6;False;clear;21.14;88.00;7.00;31
6581;2012-09-30;9;21;0.00;0;False;clear;15.50;68.00;0.00;123
6582;2012-12-17;12;14;0.00;1;True;cloudy;10.80;87.00;6.00;181
6583;2012-12-24;12;22;0.00;1;True;cloudy;3.28;93.00;0.00;12
6584;2012-03-17;3;20;0.00;6;False;clear;18.32;64.00;13.00;271
6585;2012-07-23;7;10;0.00;1;True;cloudy;28.66;62.00;0.00;200
6586;2012-08-31;8;16;0.00;5;True;clear;34.30;27.00;17.00;528
6587;2012-10-13;10;21;0.00;6;False;clear;10.80;58.00;13.00;204
6588;2012-01-14;1;12;0.00;6;False;clear;2.34;41.00;17.00;219
6589;2012-07-05;7;0;0.00;4;True;clear;26.78;51.00;7.00;88
6590;2012-01-14;1;18;0.00;6;False;clear;2.34;41.00;13.00;143
6591;2012-08-04;8;19;0.00;6;False;clear;30.54;52.00;24.00;397
6592;2012-06-11;6;15;0.00;1;True;clear;29.60;41.00;24.00;259
6593;2012-12-20;12;15;0.00;4;True;cloudy;7.98;57.00;13.00;249
6594;2012-12-14;12;11;0.00;5;True;clear;7.04;65.00;13.00;211
6595;2012-06-06;6;15;0.00;3;True;clear;22.08;38.00;0.00;300
6596;2012-02-11;2;17;0.00;6;False;light rain/snow;2.34;69.00;31.00;144
6597;2012-08-05;8;7;0.00;0;False;clear;26.78;74.00;20.00;68
6598;2012-12-27;12;10;0.00;4;True;clear;5.16;56.00;35.00;75
6599;2012-04-29;4;23;0.00;0;False;clear;14.56;59.00;0.00;82
6600;2012-03-06;3;1;0.00;2;True;clear;1.40;44.00;17.00;6
6601;2012-06-14;6;19;0.00;4;True;clear;24.90;48.00;17.00;579
6602;2012-06-06;6;12;0.00;3;True;clear;21.14;38.00;0.00;315
6603;2012-07-08;7;1;0.00;0;False;clear;30.54;56.00;7.00;124
6604;2012-08-29;8;13;0.00;3;True;clear;26.78;42.00;0.00;300
6605;2012-02-01;2;13;0.00;3;True;clear;13.62;47.00;15.00;186
6606;2012-04-01;4;6;0.00;0;False;cloudy;8.92;76.00;9.00;97
6607;2012-04-27;4;7;0.00;5;True;clear;9.86;50.00;19.00;315
6608;2012-11-08;11;2;0.00;4;True;cloudy;6.10;49.00;15.00;6
6609;2012-12-24;12;21;0.00;1;True;light rain/snow;3.28;93.00;6.00;22
6610;2012-12-29;12;14;0.00;6;False;cloudy;3.28;87.00;6.00;98
6611;2012-12-15;12;11;0.00;6;False;clear;7.98;61.00;6.00;393
6612;2012-12-23;12;6;0.00;0;False;clear;-0.48;64.00;6.00;9
6613;2012-05-21;5;1;0.00;1;True;light rain/snow;19.26;88.00;24.00;15
6614;2012-11-20;11;10;0.00;2;True;cloudy;10.80;66.00;6.00;176
6615;2012-02-26;2;16;0.00;0;False;clear;8.92;32.00;17.00;339
6616;2012-04-29;4;9;0.00;0;False;clear;10.80;71.00;9.00;185
6617;2012-07-26;7;11;0.00;4;True;clear;29.60;66.00;15.00;212
6618;2012-06-18;6;3;0.00;1;True;cloudy;16.44;83.00;15.00;4
6619;2012-03-17;3;9;0.00;6;False;cloudy;12.68;88.00;6.00;321
6620;2012-01-12;1;21;0.00;4;True;clear;12.68;67.00;9.00;174
6621;2012-11-17;11;15;0.00;6;False;clear;11.74;35.00;20.00;549
6622;2012-06-22;6;4;0.00;5;True;cloudy;27.72;66.00;0.00;10
6623;2012-07-05;7;10;0.00;4;True;clear;32.42;44.00;24.00;186
6624;2012-08-19;8;3;0.00;0;False;cloudy;21.14;61.00;11.00;55
6625;2012-02-22;2;18;0.00;3;True;cloudy;14.56;41.00;22.00;525
6626;2012-07-02;7;18;0.00;1;True;clear;31.48;32.00;11.00;730
6627;2012-02-12;2;8;0.00;0;False;clear;-4.24;53.00;17.00;26
6628;2012-11-29;11;22;0.00;4;True;clear;4.22;70.00;6.00;151
6629;2012-10-14;10;22;0.00;0;False;clear;18.32;73.00;26.00;125
6630;2012-12-20;12;22;0.00;4;True;light rain/snow;7.98;87.00;13.00;21
6631;2012-05-22;5;5;0.00;2;True;light rain/snow;18.32;88.00;13.00;17
6632;2012-04-08;4;7;0.00;0;False;clear;9.86;27.00;11.00;37
6633;2012-03-22;3;10;0.00;4;True;cloudy;15.50;100.00;6.00;142
6634;2012-08-25;8;17;0.00;6;False;cloudy;23.02;74.00;22.00;403
6635;2012-10-08;10;17;1.00;1;False;cloudy;11.74;66.00;17.00;497
6636;2012-11-03;11;15;0.00;6;False;cloudy;8.92;46.00;30.00;448
6637;2012-04-13;4;13;0.00;5;True;clear;16.44;27.00;19.00;358
6638;2012-03-04;3;20;0.00;0;False;clear;5.16;38.00;17.00;88
6639;2012-08-03;8;23;0.00;5;True;clear;26.78;79.00;9.00;196
6640;2012-10-08;10;3;1.00;1;False;clear;7.98;81.00;7.00;10
6641;2012-03-10;3;10;0.00;6;False;clear;4.22;35.00;28.00;223
6642;2012-06-15;6;11;0.00;5;True;clear;23.02;50.00;13.00;286
6643;2012-08-01;8;18;0.00;3;True;light rain/snow;27.72;62.00;15.00;891
6644;2012-05-03;5;21;0.00;4;True;clear;21.14;78.00;9.00;299
6645;2012-01-23;1;15;0.00;1;True;cloudy;2.34;100.00;15.00;74
6646;2012-06-05;6;21;0.00;2;True;clear;17.38;56.00;11.00;283
6647;2012-05-31;5;1;0.00;4;True;clear;22.08;69.00;6.00;26
6648;2012-07-13;7;15;0.00;5;True;cloudy;29.60;36.00;7.00;353
6649;2012-04-15;4;14;0.00;0;False;clear;24.90;39.00;19.00;628
6650;2012-06-07;6;14;0.00;4;True;clear;25.84;37.00;17.00;265
6651;2012-04-26;4;22;0.00;4;True;clear;16.44;83.00;11.00;183
6652;2012-08-03;8;21;0.00;5;True;cloudy;27.72;66.00;13.00;278
6653;2012-03-25;3;10;0.00;0;False;cloudy;10.80;87.00;22.00;250
6654;2012-11-28;11;11;0.00;3;True;clear;7.04;45.00;11.00;146
6655;2012-04-15;4;20;0.00;0;False;clear;22.08;50.00;15.00;291
6656;2012-10-12;10;11;;5;True;clear;17.38;37.00;24.00;313
6657;2012-10-18;10;22;0.00;4;True;cloudy;17.38;83.00;13.00;229
6658;2012-12-14;12;23;0.00;5;True;clear;5.16;75.00;6.00;134
6659;2012-07-11;7;22;0.00;3;True;clear;25.84;58.00;17.00;244
6660;2012-04-30;4;7;0.00;1;True;clear;10.80;50.00;13.00;349
6661;2012-05-25;5;5;0.00;5;True;cloudy;21.14;88.00;6.00;30
6662;2012-01-04;1;19;0.00;3;True;cloudy;1.40;40.00;7.00;184
6663;2012-05-09;5;2;0.00;3;True;light rain/snow;18.32;88.00;30.00;1
6664;2012-11-02;11;19;0.00;5;True;cloudy;9.86;43.00;20.00;374
6665;2012-03-30;3;12;0.00;5;True;cloudy;9.86;54.00;0.00;270
6666;2012-05-14;5;10;0.00;1;True;light rain/snow;17.38;88.00;17.00;59
6667;2012-01-19;1;20;0.00;4;True;clear;4.22;52.00;30.00;191
6668;2012-01-03;1;1;0.00;2;True;clear;0.46;55.00;15.00;6
6669;2012-08-28;8;12;0.00;2;True;clear;29.60;49.00;19.00;297
6670;2012-03-14;3;0;0.00;3;True;clear;17.38;60.00;7.00;39
6671;2012-10-12;10;16;0.00;5;True;clear;13.62;41.00;24.00;520
6672;2012-02-07;2;4;0.00;2;True;cloudy;6.10;70.00;0.00;3
6673;2012-06-24;6;18;0.00;0;False;clear;30.54;34.00;17.00;534
6674;2012-08-09;8;15;0.00;4;True;clear;33.36;32.00;15.00;267
6675;2012-01-30;1;3;0.00;1;True;clear;3.28;48.00;13.00;4
6676;2012-12-12;12;15;0.00;3;True;cloudy;7.98;46.00;7.00;228
6677;2012-10-19;10;13;0.00;5;True;clear;21.14;73.00;15.00;375
6678;2012-06-18;6;11;0.00;1;True;cloudy;17.38;88.00;11.00;121
6679;2012-08-26;8;14;0.00;0;False;clear;22.08;89.00;7.00;377
6680;2012-02-12;2;14;0.00;0;False;clear;-0.48;40.00;35.00;111
6681;2012-12-21;12;20;0.00;5;True;clear;5.16;41.00;17.00;112
6682;2012-01-22;1;12;0.00;0;False;cloudy;-0.48;80.00;15.00;185
6683;2012-01-18;1;22;0.00;3;True;clear;0.46;47.00;17.00;78
6684;2012-09-13;9;18;0.00;4;True;clear;23.96;57.00;17.00;852
6685;2012-01-26;1;15;0.00;4;True;cloudy;11.74;71.00;7.00;164
6686;2012-05-13;5;5;0.00;0;False;clear;16.44;72.00;13.00;12
6687;2012-08-15;8;8;0.00;3;True;cloudy;24.90;65.00;19.00;682
6688;2012-10-10;10;21;0.00;3;True;clear;15.50;51.00;24.00;269
6689;2012-10-10;10;7;0.00;3;True;clear;13.62;82.00;7.00;507
6690;2012-07-30;7;9;0.00;1;True;cloudy;26.78;70.00;0.00;293
6691;2012-11-13;11;20;0.00;2;True;clear;6.10;49.00;24.00;223
6692;2012-10-05;10;9;0.00;5;True;clear;20.20;60.00;6.00;384
6693;2012-02-21;2;5;0.00;2;True;clear;1.40;69.00;0.00;15
6694;2012-06-24;6;10;0.00;0;False;clear;27.72;40.00;0.00;452
6695;2012-01-29;1;14;0.00;0;False;clear;7.04;26.00;17.00;280
6696;2012-06-16;6;22;0.00;6;False;clear;21.14;53.00;20.00;280
6697;2012-10-31;10;11;0.00;3;True;cloudy;8.92;66.00;15.00;189
6698;2012-04-09;4;17;0.00;1;True;clear;17.38;32.00;28.00;632
6699;2012-01-26;1;20;0.00;4;True;cloudy;10.80;82.00;9.00;224
6700;2012-04-05;4;6;0.00;4;True;clear;8.92;46.00;22.00;126
6701;2012-05-30;5;20;0.00;3;True;cloudy;17.38;60.00;9.00;431
6702;2012-06-16;6;12;0.00;6;False;clear;23.96;41.00;7.00;603
6703;2012-04-26;4;13;0.00;4;True;cloudy;15.50;82.00;11.00;197
6704;2012-05-10;5;12;0.00;4;True;clear;16.44;48.00;28.00;272
6705;2012-04-07;4;17;0.00;6;False;clear;17.38;19.00;28.00;567
6706;2012-09-20;9;23;0.00;4;True;clear;17.38;68.00;7.00;154
6707;2012-02-21;2;17;0.00;2;True;clear;9.86;40.00;30.00;432
6708;2012-07-24;7;16;0.00;2;True;clear;29.60;55.00;20.00;455
6709;2012-11-24;11;23;0.00;6;False;clear;3.28;44.00;13.00;57
6710;2012-11-22;11;17;1.00;4;False;clear;12.68;35.00;0.00;109
6711;2012-11-06;11;10;0.00;2;True;clear;6.10;49.00;13.00;230
6712;2012-11-18;11;15;0.00;0;False;clear;11.74;54.00;19.00;407
6713;2012-01-10;1;23;0.00;2;True;clear;4.22;81.00;7.00;41
6714;2012-02-16;2;15;0.00;4;True;light rain/snow;7.98;76.00;0.00;53
6715;2012-01-21;1;2;0.00;6;False;light rain/snow;-1.42;86.00;0.00;26
6716;2012-09-12;9;0;0.00;3;True;clear;16.44;72.00;7.00;49
6717;2012-08-28;8;1;0.00;2;True;clear;23.96;89.00;13.00;21
6718;2012-04-25;4;8;0.00;3;True;clear;8.92;76.00;6.00;654
6719;2012-05-17;5;3;0.00;4;True;clear;20.20;73.00;17.00;3
6720;2012-11-22;11;20;1.00;4;False;clear;7.98;71.00;0.00;52
6721;2012-04-04;4;23;0.00;3;True;clear;16.44;23.00;28.00;131
6722;2012-07-12;7;16;0.00;4;True;clear;29.60;36.00;13.00;439
6723;2012-10-28;10;15;0.00;0;False;cloudy;15.50;63.00;33.00;301
6724;2012-04-05;4;1;0.00;4;True;clear;14.56;27.00;22.00;13
6725;2012-09-27;9;2;0.00;4;True;clear;20.20;78.00;6.00;16
6726;2012-04-17;4;5;0.00;2;True;clear;20.20;53.00;17.00;30
6727;2012-08-27;8;17;0.00;1;True;clear;29.60;46.00;15.00;845
6728;2012-05-22;5;3;0.00;2;True;cloudy;19.26;83.00;7.00;5
6729;2012-01-28;1;15;0.00;6;False;clear;10.80;47.00;22.00;410
6730;2012-10-02;10;23;0.00;2;True;cloudy;21.14;94.00;0.00;98
6731;2012-04-28;4;9;0.00;6;False;cloudy;9.86;37.00;0.00;214
6732;2012-08-20;8;18;0.00;1;True;cloudy;21.14;78.00;17.00;815
6733;2012-08-09;8;0;0.00;4;True;clear;25.84;74.00;13.00;67
6734;2012-02-15;2;23;0.00;3;True;clear;7.98;53.00;6.00;58
6735;2012-10-31;10;9;0.00;3;True;clear;7.98;76.00;9.00;297
6736;2012-11-21;11;3;0.00;3;True;clear;5.16;87.00;7.00;2
6737;2012-11-18;11;22;0.00;0;False;cloudy;8.92;66.00;17.00;74
6738;2012-02-14;2;8;0.00;2;True;cloudy;3.28;70.00;0.00;513
6739;2012-08-10;8;11;0.00;5;True;light rain/snow;23.96;79.00;9.00;251
6740;2012-12-26;12;6;0.00;3;True;cloudy;2.34;69.00;15.00;36
6741;2012-08-29;8;12;0.00;3;True;clear;27.72;40.00;0.00;360
6742;2012-03-18;3;19;0.00;0;False;clear;18.32;64.00;11.00;352
6743;2012-12-31;12;14;0.00;1;True;cloudy;5.16;45.00;15.00;247
6744;2012-06-30;6;12;0.00;6;False;clear;33.36;30.00;17.00;471
6745;2012-11-18;11;4;0.00;0;False;cloudy;6.10;81.00;13.00;12
6746;2012-12-30;12;17;0.00;0;False;clear;4.22;41.00;22.00;123
6747;2012-10-31;10;7;0.00;3;True;cloudy;6.10;87.00;9.00;337
6748;2012-09-24;9;5;0.00;1;True;clear;13.62;63.00;0.00;37
6749;2012-10-23;10;23;0.00;2;True;clear;17.38;73.00;7.00;111
6750;2012-09-09;9;16;0.00;0;False;clear;23.96;36.00;19.00;701
6751;2012-09-04;9;20;0.00;2;True;clear;26.78;70.00;17.00;385
6752;2012-07-02;7;5;0.00;1;True;cloudy;25.84;51.00;0.00;40
6753;2012-07-28;7;15;0.00;6;False;clear;33.36;32.00;19.00;497
6754;2012-01-30;1;15;0.00;1;True;clear;7.04;24.00;13.00;138
6755;2012-09-24;9;14;0.00;1;True;clear;20.20;28.00;0.00;303
6756;2012-08-15;8;14;0.00;3;True;cloudy;27.72;52.00;20.00;255
6757;2012-05-05;5;21;0.00;6;False;cloudy;19.26;78.00;15.00;269
6758;2012-11-23;11;20;0.00;5;True;clear;13.62;41.00;6.00;142
6759;2012-05-27;5;23;0.00;0;False;light rain/snow;21.14;83.00;9.00;96
6760;2012-06-24;6;4;0.00;0;False;cloudy;23.02;65.00;0.00;13
6761;2012-06-10;6;10;0.00;0;False;clear;27.72;40.00;7.00;413
6762;2012-06-21;6;20;0.00;4;True;clear;32.42;44.00;13.00;436
6763;2012-08-28;8;19;0.00;2;True;clear;26.78;45.00;11.00;597
6764;2012-12-31;12;13;0.00;1;True;cloudy;4.22;44.00;11.00;203
6765;2012-07-13;7;2;0.00;5;True;cloudy;23.02;61.00;6.00;17
6766;2012-08-12;8;13;0.00;0;False;clear;28.66;40.00;0.00;543
6767;2012-05-24;5;10;0.00;4;True;clear;22.08;65.00;9.00;185
6768;2012-01-14;1;6;0.00;6;False;clear;-1.42;50.00;0.00;5
6769;2012-08-16;8;16;0.00;4;True;clear;30.54;32.00;15.00;419
6770;2012-05-15;5;14;0.00;2;True;cloudy;22.08;73.00;13.00;184
6771;2012-05-21;5;9;0.00;1;True;light rain/snow;18.32;88.00;15.00;186
6772;2012-07-30;7;10;0.00;1;True;cloudy;26.78;66.00;15.00;189
6773;2012-06-25;6;5;0.00;1;True;clear;23.02;74.00;11.00;43
6774;2012-03-10;3;23;0.00;6;False;clear;4.22;41.00;13.00;83
6775;2012-07-05;7;4;0.00;4;True;clear;25.84;58.00;0.00;7
6776;2012-08-22;8;15;0.00;3;True;clear;27.72;48.00;9.00;316
6777;2012-07-14;7;14;0.00;6;False;clear;29.60;55.00;7.00;632
6778;2012-10-15;10;9;0.00;1;True;light rain/snow;20.20;69.00;26.00;359
6779;2012-11-08;11;4;0.00;4;True;cloudy;6.10;45.00;19.00;10
6780;2012-06-06;6;23;0.00;3;True;clear;16.44;77.00;0.00;123
6781;2012-05-04;5;9;0.00;5;True;clear;20.20;78.00;0.00;294
6782;2012-09-24;9;2;0.00;1;True;cloudy;13.62;63.00;9.00;8
6783;2012-11-21;11;6;0.00;3;True;clear;5.16;87.00;6.00;101
6784;2012-05-08;5;13;0.00;2;True;light rain/snow;22.08;65.00;17.00;219
6785;2012-03-09;3;2;0.00;5;True;light rain/snow;14.56;77.00;28.00;11
6786;2012-05-10;5;1;0.00;4;True;cloudy;14.56;88.00;9.00;11
6787;2012-09-21;9;2;0.00;5;True;clear;16.44;72.00;0.00;14
6788;2012-05-20;5;21;0.00;0;False;clear;22.08;69.00;26.00;233
6789;2012-03-09;3;7;0.00;5;True;cloudy;9.86;40.00;20.00;268
6790;2012-12-16;12;21;0.00;0;False;cloudy;8.92;93.00;0.00;106
6791;2012-12-15;12;22;0.00;6;False;clear;8.92;62.00;13.00;156
6792;2012-03-15;3;9;0.00;4;True;clear;14.56;77.00;6.00;315
6793;2012-11-10;11;21;0.00;6;False;clear;10.80;66.00;0.00;220
6794;2012-05-05;5;1;0.00;6;False;clear;20.20;83.00;0.00;107
6795;2012-08-24;8;9;0.00;5;True;cloudy;25.84;58.00;0.00;389
6796;2012-05-02;5;3;0.00;3;True;clear;18.32;83.00;6.00;6
6797;2012-01-05;1;23;0.00;4;True;clear;3.28;70.00;7.00;60
6798;2012-06-17;6;23;0.00;0;False;clear;19.26;64.00;13.00;108
6799;2012-05-05;5;7;0.00;6;False;clear;18.32;88.00;0.00;87
6800;2012-06-22;6;16;0.00;5;True;clear;34.30;31.00;15.00;380
6801;2012-05-14;5;8;0.00;1;True;light rain/snow;17.38;88.00;15.00;156
6802;2012-08-19;8;22;0.00;0;False;cloudy;21.14;78.00;11.00;56
6803;2012-01-17;1;21;0.00;2;True;clear;13.62;67.00;31.00;180
6804;2012-05-31;5;9;0.00;4;True;clear;23.02;47.00;17.00;311
6805;2012-02-09;2;5;0.00;4;True;clear;1.40;75.00;19.00;18
6806;2012-09-05;9;15;0.00;3;True;clear;28.66;70.00;13.00;245
6807;2012-06-11;6;12;0.00;1;True;cloudy;29.60;43.00;13.00;261
6808;2012-08-25;8;23;0.00;6;False;cloudy;21.14;83.00;17.00;158
6809;2012-01-29;1;7;0.00;0;False;clear;1.40;37.00;9.00;12
6810;2012-10-13;10;3;0.00;6;False;clear;7.04;66.00;15.00;15
6811;2012-12-30;12;0;0.00;0;False;cloudy;4.22;60.00;11.00;41
6812;2012-06-11;6;22;0.00;1;True;cloudy;25.84;58.00;13.00;164
6813;2012-09-19;9;2;0.00;3;True;cloudy;17.38;64.00;22.00;3
6814;2012-05-07;5;23;0.00;1;True;cloudy;17.38;45.00;13.00;113
6815;2012-04-21;4;6;0.00;6;False;clear;15.50;82.00;15.00;31
6816;2012-11-29;11;18;0.00;4;True;clear;7.04;49.00;11.00;537
6817;2012-11-26;11;0;0.00;1;True;clear;2.34;69.00;0.00;23
6818;2012-02-21;2;8;0.00;2;True;clear;1.40;69.00;6.00;464
6819;2012-01-15;1;20;0.00;0;False;clear;-0.48;37.00;7.00;95
6820;2012-01-11;1;14;0.00;3;True;light rain/snow;7.04;81.00;7.00;73
6821;2012-04-25;4;3;0.00;3;True;clear;7.04;70.00;6.00;3
6822;2012-01-05;1;21;0.00;4;True;clear;4.22;60.00;9.00;97
6823;2012-07-12;7;14;0.00;4;True;clear;28.66;33.00;15.00;209
6824;2012-04-24;4;21;0.00;2;True;cloudy;13.62;28.00;11.00;226
6825;2012-07-22;7;21;0.00;0;False;clear;24.90;79.00;7.00;345
6826;2012-05-17;5;21;0.00;4;True;clear;19.26;40.00;7.00;299
6827;2012-01-09;1;19;0.00;1;True;light rain/snow;1.40;93.00;6.00;190
6828;2012-12-06;12;1;0.00;4;True;clear;4.22;48.00;19.00;16
6829;2012-08-27;8;8;0.00;1;True;clear;23.02;83.00;6.00;699
6830;2012-07-17;7;18;0.00;2;True;clear;34.30;33.00;13.00;772
6831;2012-06-16;6;15;0.00;6;False;clear;26.78;35.00;17.00;583
6832;2012-06-20;6;13;0.00;3;True;clear;32.42;44.00;7.00;211
6833;2012-04-18;4;18;0.00;3;True;cloudy;11.74;77.00;0.00;505
6834;2012-11-14;11;20;0.00;3;True;clear;6.10;52.00;6.00;267
6835;2012-03-29;3;4;0.00;4;True;clear;16.44;36.00;17.00;9
6836;2012-01-28;1;9;0.00;6;False;clear;2.34;80.00;0.00;158
6837;2012-07-05;7;11;0.00;4;True;clear;34.30;35.00;20.00;244
6838;2012-05-17;5;2;0.00;4;True;clear;20.20;78.00;11.00;16
6839;2012-12-26;12;11;0.00;3;True;light rain/snow;1.40;86.00;31.00;10
6840;2012-09-20;9;3;0.00;4;True;clear;12.68;77.00;0.00;6
6841;2012-08-12;8;20;0.00;0;False;clear;25.84;45.00;0.00;300
6842;2012-05-18;5;9;0.00;5;True;clear;18.32;56.00;7.00;361
6843;2012-10-31;10;17;0.00;3;True;cloudy;10.80;58.00;11.00;723
6844;2012-11-16;11;9;0.00;5;True;clear;7.98;53.00;7.00;351
6845;2012-12-13;12;9;0.00;4;True;clear;5.16;52.00;17.00;325
6846;2012-09-17;9;23;0.00;1;True;light rain/snow;20.20;94.00;17.00;70
6847;2012-06-14;6;4;0.00;4;True;cloudy;20.20;56.00;17.00;6
6848;2012-02-26;2;8;0.00;0;False;clear;1.40;51.00;17.00;59
6849;2012-11-11;11;23;0.00;0;False;clear;11.74;71.00;13.00;109
6850;2012-04-08;4;20;0.00;0;False;clear;18.32;28.00;28.00;211
6851;2012-05-29;5;2;0.00;2;True;clear;23.96;83.00;9.00;8
6852;2012-05-05;5;23;0.00;6;False;cloudy;18.32;83.00;19.00;149
6853;2012-10-07;10;10;0.00;0;False;cloudy;11.74;67.00;13.00;185
6854;2012-03-14;3;6;0.00;3;True;clear;12.68;82.00;6.00;121
6855;2012-07-25;7;1;0.00;3;True;clear;24.90;58.00;13.00;28
6856;2012-01-12;1;20;0.00;4;True;cloudy;11.74;71.00;13.00;240
6857;2012-04-07;4;19;0.00;6;False;clear;17.38;16.00;22.00;413
6858;2012-09-06;9;0;0.00;4;True;cloudy;24.90;84.00;6.00;65
6859;2012-12-27;12;20;0.00;4;True;clear;3.28;60.00;11.00;91
6860;2012-10-22;10;18;0.00;1;True;clear;17.38;64.00;7.00;786
6861;2012-03-09;3;21;0.00;5;True;clear;8.92;34.00;22.00;141
6862;2012-01-15;1;17;0.00;0;False;clear;2.34;25.00;17.00;146
6863;2012-06-18;6;16;0.00;1;True;cloudy;20.20;73.00;13.00;332
6864;2012-02-22;2;12;0.00;3;True;clear;10.80;62.00;19.00;207
6865;2012-06-11;6;17;0.00;1;True;cloudy;29.60;41.00;24.00;800
6866;2012-08-11;8;3;0.00;6;False;light rain/snow;21.14;83.00;11.00;21
6867;2012-03-28;3;13;0.00;3;True;clear;18.32;43.00;22.00;273
6868;2012-01-12;1;15;0.00;4;True;clear;12.68;72.00;9.00;188
6869;2012-12-01;12;0;0.00;6;False;clear;4.22;81.00;0.00;108
6870;2012-12-22;12;11;0.00;6;False;clear;5.16;41.00;24.00;159
6871;2012-09-02;9;3;0.00;0;False;clear;23.02;89.00;6.00;42
6872;2012-01-30;1;14;0.00;1;True;clear;7.04;24.00;9.00;115
6873;2012-07-29;7;20;0.00;0;False;clear;26.78;66.00;7.00;303
6874;2012-11-11;11;18;0.00;0;False;clear;16.44;45.00;9.00;405
6875;2012-07-31;7;13;0.00;2;True;clear;29.60;55.00;19.00;288
6876;2012-04-09;4;11;0.00;1;True;clear;16.44;27.00;28.00;223
6877;2012-02-23;2;11;0.00;4;True;clear;14.56;48.00;19.00;182
6878;2012-04-16;4;8;1.00;1;False;cloudy;18.32;83.00;11.00;597
6879;2012-12-29;12;1;0.00;6;False;cloudy;3.28;75.00;6.00;37
6880;2012-08-30;8;16;0.00;4;True;clear;29.60;43.00;11.00;482
6881;2012-02-17;2;21;0.00;5;True;clear;9.86;37.00;13.00;129
6882;2012-02-07;2;9;0.00;2;True;clear;7.04;49.00;0.00;289
6883;2012-09-30;9;5;0.00;0;False;clear;12.68;72.00;0.00;10
6884;2012-10-10;10;17;0.00;3;True;clear;19.26;43.00;15.00;948
6885;2012-11-19;11;19;0.00;1;True;cloudy;10.80;58.00;19.00;406
6886;2012-08-02;8;12;0.00;4;True;clear;31.48;44.00;9.00;286
6887;2012-05-08;5;14;0.00;2;True;light rain/snow;21.14;69.00;22.00;71
6888;2012-07-12;7;8;0.00;4;True;clear;23.96;65.00;9.00;702
6889;2012-06-27;6;22;0.00;3;True;clear;25.84;39.00;6.00;297
6890;2012-05-15;5;7;0.00;2;True;light rain/snow;18.32;94.00;9.00;92
6891;2012-02-16;2;13;0.00;4;True;light rain/snow;7.98;71.00;17.00;64
6892;2012-05-18;5;6;0.00;5;True;clear;12.68;77.00;9.00;182
6893;2012-08-15;8;16;0.00;3;True;clear;27.72;48.00;13.00;431
6894;2012-11-01;11;6;0.00;4;True;clear;7.98;61.00;11.00;148
6895;2012-05-25;5;1;0.00;5;True;clear;21.14;83.00;6.00;42
6896;2012-01-22;1;3;0.00;0;False;cloudy;0.46;69.00;19.00;21
6897;2012-05-13;5;20;0.00;0;False;cloudy;23.02;50.00;19.00;230
6898;2012-02-04;2;7;0.00;6;False;cloudy;3.28;87.00;9.00;28
6899;2012-05-10;5;6;0.00;4;True;clear;12.68;72.00;15.00;139
6900;2012-07-24;7;8;0.00;2;True;clear;26.78;70.00;13.00;743
6901;2012-10-14;10;12;0.00;0;False;clear;21.14;46.00;22.00;562
6902;2012-08-06;8;0;0.00;1;True;cloudy;25.84;79.00;0.00;33
